text,label
research,ENTITY
complex,ENTITY
landscape,ENTITY
non-coding RNAs,ENTITY
olaparib response,ENTITY
"resistance.</ArticleTitle><Pagination><StartPage>101214</StartPage><MedlinePgn>101214</MedlinePgn></Pagination><ELocationID EIdType=""doi",ENTITY
"ValidYN=""Y"">10.1016/j.ctarc.2026.101214</ELocationID><ELocationID EIdType=""pii",ENTITY
"ValidYN=""Y""",ENTITY
S2468,ENTITY
2942(26)00125,ENTITY
5</ELocationID><Abstract><AbstractText,ENTITY
PARPi,ENTITY
olaparib,ENTITY
revolutionized,ENTITY
treatment,ENTITY
cancers,ENTITY
deficiencies,ENTITY
homologous recombination repair,ENTITY
HRR,ENTITY
BRCA1/2 mutations,ENTITY
clinical efficacy,ENTITY
olaparib,ENTITY
development,ENTITY
acquired,ENTITY
de novo,ENTITY
resistance,ENTITY
non-coding RNAs,ENTITY
miRNAs,ENTITY
lncRNAs,ENTITY
circRNAs,ENTITY
cellular response,ENTITY
olaparib,ENTITY
revie,ENTITY
synthesizes,ENTITY
findings,ENTITY
ncRNAs,ENTITY
olaparib therapy,ENTITY
ncRNAs,ENTITY
modulate,ENTITY
sensitivity,ENTITY
resistance,ENTITY
olaparib,ENTITY
mechanisms,ENTITY
action,ENTITY
indirect,ENTITY
regulation,ENTITY
HRR genes,ENTITY
BRCA1,ENTITY
BRCA2,ENTITY
RAD51,ENTITY
alternative signaling pathways,ENTITY
Wnt/&#x3b2;-catenin,ENTITY
STING,ENTITY
olaparib,ENTITY
treatment,ENTITY
expression profile,ENTITY
ncRNAs,ENTITY
dynamic feedback,ENTITY
loop,ENTITY
influence,ENTITY
therapeutic outcome,ENTITY
findings,ENTITY
cancers,ENTITY
ovarian,ENTITY
breast,ENTITY
prostate,ENTITY
hepatocellular carcinoma,ENTITY
review,ENTITY
potential,ENTITY
ncRNAs,ENTITY
predictive,ENTITY
biomarkers,ENTITY
therapeutic,ENTITY
targets,ENTITY
PARPi,ENTITY
resistance,ENTITY
patient,ENTITY
Published,ENTITY
Elsevier,ENTITY
"CompleteYN=""Y""><Author ValidYN=""Y""><LastName",ENTITY
Fatemeh</ForeName><Initials,ENTITY
F</Initials><AffiliationInfo><Affiliation,ENTITY
Student,ENTITY
Research Committee,ENTITY
Shahid Beheshti University of Medical Sciences,ENTITY
Tehran,ENTITY
Ghasemi</LastName><ForeName,ENTITY
Maryam</ForeName><Initials,ENTITY
M</Initials><AffiliationInfo><Affiliation,ENTITY
Student,ENTITY
Research Committee,ENTITY
Shahid Beheshti University of Medical Sciences,ENTITY
Tehran,ENTITY
A</Initials><AffiliationInfo><Affiliation,ENTITY
Department,ENTITY
Gynecology,ENTITY
Women's Hospital,ENTITY
Tehran University of Medical Sciences,ENTITY
Tehran,ENTITY
Ghafouri-Fard</LastName><ForeName,ENTITY
Soudeh</ForeName><Initials,ENTITY
S</Initials><AffiliationInfo><Affiliation,ENTITY
Shahid Beheshti University of Medical Sciences,ENTITY
Tehran,ENTITY
Iran,ENTITY
Electronic,ENTITY
s.ghafourifard@sbmu.ac.ir.</Affiliation></AffiliationInfo></Author></AuthorList><Language,ENTITY
Commun</MedlineTA><NlmUniqueID>101694651</NlmUniqueID><ISSNLinking>2468,ENTITY
"Owner=""NOTNLM""><Keyword MajorTopicYN=""N"">Olaparib</Keyword><Keyword MajorTopicYN=""N""",ENTITY
"circRNA</Keyword><Keyword MajorTopicYN=""N"">lncRNA</Keyword><Keyword MajorTopicYN=""N"">miRNA</Keyword></KeywordList><CoiStatement>",ENTITY
Declaration,ENTITY
Authors,ENTITY
"interests.</CoiStatement></MedlineCitation><PubmedData><History><PubMedPubDate PubStatus=""medline""><Year>2026</Year><Month>4</Month><Day>16</Day><Hour>13</Hour><Minute>9</Minute></PubMedPubDate><PubMedPubDate",ENTITY
"PubStatus=""pubmed""><Year>2026</Year><Month>4</Month><Day>16</Day><Hour>13</Hour><Minute>9</Minute></PubMedPubDate><PubMedPubDate",ENTITY
"PubStatus=""received""><Year>2026</Year><Month>2</Month><Day>16</Day></PubMedPubDate><PubMedPubDate PubStatus=""revised""><Year>2026</Year><Month>4</Month><Day>8</Day></PubMedPubDate><PubMedPubDate",ENTITY
"PubStatus=""accepted""><Year>2026</Year><Month>4</Month><Day>9</Day></PubMedPubDate><PubMedPubDate",ENTITY
"PubStatus=""entrez""><Year>2026</Year><Month>4</Month><Day>15</Day><Hour>18</Hour><Minute>8</Minute></PubMedPubDate></History><PublicationStatus",ENTITY
aheadofprint</PublicationStatus><ArticleIdList><ArticleId,ENTITY
"IdType=""pubmed"">41985435</ArticleId><ArticleId IdType=""doi"">10.1016/j.ctarc.2026.101214</ArticleId><ArticleId IdType=""pii""",ENTITY
S2468,ENTITY
5</ArticleId></ArticleIdList></PubmedData></PubmedArticle><PubmedArticle><MedlineCitation,ENTITY
"Owner=""NLM",ENTITY
"IssnType=""Electronic"">2574",ENTITY
"CitedMedium=""Internet""><Volume>9</Volume><Issue>4</Issue><PubDate><Year>2026</Year><Month",ENTITY
JAMA,ENTITY
network,ENTITY
Clinical,ENTITY
Molecular Validation,ENTITY
Favorable,ENTITY
Risk Group,ENTITY
Metastatic Renal Cell,ENTITY
"EIdType=""doi",ENTITY
"ValidYN=""Y"">10.1001/jamanetworkopen.2026.7030</ELocationID><Abstract",ENTITY
"AbstractText Label=""IMPORTANCE",ENTITY
"NlmCategory=""UNASSIGNED""",ENTITY
International Metastatic Renal Cell Carcinoma Database Consortium,ENTITY
risk criteria,ENTITY
metastatic renal cell carcinoma,ENTITY
mRCC,ENTITY
favorable,ENTITY
intermediate,ENTITY
poor risk groups,ENTITY
heterogeneity,ENTITY
favorable risk,ENTITY
"NlmCategory=""UNASSIGNED""",ENTITY
evaluate,ENTITY
subgroup,ENTITY
Karnofsky Performance Status,ENTITY
diagnosis,ENTITY
treatment,ENTITY
x2265;3,ENTITY
years,ENTITY
brain,ENTITY
liver,ENTITY
bone metastases,ENTITY
characterize,ENTITY
molecular,ENTITY
SETTING,ENTITY
PARTICIPANTS,ENTITY
"NlmCategory=""UNASSIGNED""",ENTITY
retrospective cohort study,ENTITY
IMDC,ENTITY
data,ENTITY
January,ENTITY
patients,ENTITY
favorable risk,ENTITY
mRCC,ENTITY
favorable,ENTITY
Molecular profiling,ENTITY
Study,ENTITY
Atezolizumab,ENTITY
Combination,ENTITY
Bevacizumab,ENTITY
Sunitinib,ENTITY
Participants,ENTITY
Untreated Advanced Renal Cell Carcinoma,ENTITY
data,ENTITY
whole-exome sequencing,ENTITY
RNA sequencing,ENTITY
programmed,ENTITY
cell death,ENTITY
"NlmCategory=""UNASSIGNED""",ENTITY
Systemic standard,ENTITY
care treatments,ENTITY
mRCC,ENTITY
vascular endothelial growth factor receptor targeted therapy,ENTITY
VEGF-TT,ENTITY
sunitinib,ENTITY
pazopanib,ENTITY
immune-oncology-VEGF,ENTITY
IO-VE,ENTITY
pembrolizumab,ENTITY
axitinib,ENTITY
pembrolizumab,ENTITY
lenvatinib,ENTITY
nivolumab,ENTITY
cabozantinib,ENTITY
avelumab,ENTITY
axitinib,ENTITY
IO,ENTITY
IO-IO,ENTITY
ipilimumab,ENTITY
nivolumab,ENTITY
"Label=""MAIN",ENTITY
OUTCOMES,ENTITY
MEASURES,ENTITY
"NlmCategory=""UNASSIGNED""",ENTITY
study,ENTITY
OS,ENTITY
years,ENTITY
favorable risk group,ENTITY
tier,ENTITY
subgroups,ENTITY
treatment options,ENTITY
Secondary end points,ENTITY
next treatment,ENTITY
treatment duration,ENTITY
overall response,ENTITY
Outcomes,ENTITY
treatment types,ENTITY
VEGF-TT,ENTITY
IO-VE,ENTITY
"NlmCategory=""UNASSIGNED""",ENTITY
patients,ENTITY
favorable risk,ENTITY
mRCC,ENTITY
median,ENTITY
IQR,ENTITY
age,ENTITY
years,ENTITY
males,ENTITY
criteria,ENTITY
subgroup,ENTITY
characterized,ENTITY
age,ENTITY
treatment,ENTITY
distribution,ENTITY
rates,ENTITY
sarcomatoid,ENTITY
features,ENTITY
patients,ENTITY
metastatic site,ENTITY
absence,ENTITY
brain,ENTITY
bone,ENTITY
liver metastases,ENTITY
compared,ENTITY
patients,ENTITY
favorable risk,ENTITY
Patients,ENTITY
tier,ENTITY
median,ENTITY
OS,ENTITY
CI,ENTITY
months,ENTITY
CI,ENTITY
months,ENTITY
tier 2,ENTITY
P&#x2009;&lt;&#x2009;.001,ENTITY
molecular features,ENTITY
alterations,ENTITY
low BRCA1-associated protein 1,ENTITY
alterations,ENTITY
programmed,ENTITY
cell death,ENTITY
positivity,ENTITY
transcriptomics,ENTITY
immune-infiltrated tumors,ENTITY
immunogenic clusters,ENTITY
subgroups,ENTITY
Clinically,ENTITY
IO-IO,ENTITY
OS,ENTITY
CI,ENTITY
CI,ENTITY
IO-VE,ENTITY
CI,ENTITY
VEGF-TT,ENTITY
IO-IO,ENTITY
hazard ratio,ENTITY
CI,ENTITY
IO-VE,ENTITY
"VEGF-TT).</AbstractText><AbstractText Label=""CONCLUSIONS AND RELEVANCE",ENTITY
"NlmCategory=""UNASSIGNED""",ENTITY
cohort study,ENTITY
favorable,ENTITY
risk subgroup,ENTITY
immunogenic molecular profile,ENTITY
superior,ENTITY
outcomes,ENTITY
VEGF-containing regimens,ENTITY
VEGF-TT,ENTITY
IO-VE,ENTITY
compared,ENTITY
favorable risk group,ENTITY
IO-IO,ENTITY
combination,ENTITY
survival,ENTITY
population,ENTITY
VEGF,ENTITY
inhibition,ENTITY
optimal,ENTITY
"outcomes.</AbstractText></Abstract><AuthorList CompleteYN=""Y""><Author ValidYN=""Y""><LastName",ENTITY
Zarba</LastName><ForeName,ENTITY
Martin</ForeName><Initials,ENTITY
Arthur JE Child Comprehensive Cancer Centre,ENTITY
Calgary,ENTITY
Alberta,ENTITY
Saad</LastName><ForeName,ENTITY
Eddy</ForeName><Initials,ENTITY
Dana-Farber Cancer Institute,ENTITY
Harvard Medical School,ENTITY
Boston,ENTITY
Karl</ForeName><Initials,ENTITY
K</Initials><AffiliationInfo><Affiliation,ENTITY
Dana-Farber Cancer Institute,ENTITY
Harvard Medical School,ENTITY
Boston,ENTITY
Talal</ForeName><Initials,ENTITY
T</Initials><AffiliationInfo><Affiliation,ENTITY
Yale University,ENTITY
Evan</ForeName><Initials,ENTITY
o><Affiliation,ENTITY
University of Calgary,ENTITY
Calgary,ENTITY
Alberta,ENTITY
Wells</LastName><ForeName,ENTITY
Connor</ForeName><Initials,ENTITY
C</Initials><AffiliationInfo><Affiliation,ENTITY
Arthur JE Child Comprehensive Cancer Centre,ENTITY
Calgary,ENTITY
Alberta,ENTITY
El Hajj Chehade</LastName><ForeName>,ENTITY
Razane</ForeName><Initials,ENTITY
Dana-Farber Cancer Institute,ENTITY
Harvard Medical School,ENTITY
Boston,ENTITY
Department,ENTITY
Cross Cancer Institute,ENTITY
University of Alberta,ENTITY
Edmonton,ENTITY
Alberta,ENTITY
H</Initials><AffiliationInfo><Affiliation,ENTITY
Duarte,ENTITY
Mahrukh</ForeName><Initials,ENTITY
M</Initials><AffiliationInfo><Affiliation,ENTITY
Genentech,ENTITY
San Francisco,ENTITY
Romain</ForeName><Initials,ENTITY
R</Initials><AffiliationInfo><Affiliation,ENTITY
Genentech,ENTITY
San Francisco,ENTITY
McKay</LastName><ForeName,ENTITY
Rana,ENTITY
R</ForeName><Initials,ENTITY
RR</Initials><AffiliationInfo><Affiliation,ENTITY
University of California San Diego Health,ENTITY
Wood</LastName><ForeName,ENTITY
Lori</ForeName><Initials,ENTITY
L</Initials><AffiliationInfo><Affiliation,ENTITY
Division,ENTITY
Medical Oncology,ENTITY
Queen Elizabeth II Health Sciences Centre,ENTITY
Dalhousie University,ENTITY
Halifax,ENTITY
Nova Scotia,ENTITY
Beuselinck</LastName><ForeName,ENTITY
Benoit</ForeName><Initials,ENTITY
B</Initials><AffiliationInfo><Affiliation,ENTITY
Department,ENTITY
Universitair Ziekenhuis Leuven,ENTITY
"Belgium.</Affiliation></AffiliationInfo></Author><Author ValidYN=""Y""><LastName>Su&#xe1;rez</LastName><ForeName>",ENTITY
C</Initials><AffiliationInfo><Affiliation,ENTITY
Medical Oncology,ENTITY
Vall d'Hebron Institute of Oncology,ENTITY
Vall d'Hebron University Hospital,ENTITY
Barcelona,ENTITY
Kosuke</ForeName><Initials,ENTITY
Japanese Foundation,ENTITY
Cancer Research,ENTITY
Tokyo,ENTITY
A</ForeName><Initials,ENTITY
AA</Initials><AffiliationInfo><Affiliation,ENTITY
Hamilton,ENTITY
Ontario,ENTITY
Haoran</ForeName><Initials,ENTITY
H</Initials><AffiliationInfo><Affiliation,ENTITY
Huntsman Cancer Institute,ENTITY
University,ENTITY
Utah,ENTITY
"Salt Lake City.</Affiliation></AffiliationInfo></Author><Author ValidYN=""Y""><LastName",ENTITY
Lavinia Anne</ForeName><Initials,ENTITY
LA</Initials><AffiliationInfo><Affiliation,ENTITY
Peter MacCallum Cancer Centre,ENTITY
Melbourne,ENTITY
Victoria,ENTITY
"Australia.</Affiliation></AffiliationInfo></Author><Author ValidYN=""Y""><LastName>Templeton</LastName><ForeName>Arnoud J</ForeName><Initials>",ENTITY
AJ</Initials><AffiliationInfo><Affiliation,ENTITY
St Claraspital,ENTITY
Basel,ENTITY
Thomas,ENTITY
TB</Initials><AffiliationInfo><Affiliation,ENTITY
Barts Cancer Institute,ENTITY
Mary University,ENTITY
London,ENTITY
"United Kingdom.</Affiliation></AffiliationInfo></Author><Author ValidYN=""Y""><LastName>Bjarnason</LastName><ForeName",ENTITY
Georg A</ForeName><Initials,ENTITY
Sunnybrook Odette Cancer Centre,ENTITY
Toronto,ENTITY
Ontario,ENTITY
Guillermo</ForeName><Initials,ENTITY
G</Initials><AffiliationInfo><Affiliation,ENTITY
Medical Oncology Department,ENTITY
Department,ENTITY
Dana-Farber Cancer Institute,ENTITY
Harvard Medical School,ENTITY
Boston,ENTITY
Massachusetts.</Affiliation></Affili,ENTITY
Arthur JE Child Comprehensive Cancer Centre,ENTITY
Calgary,ENTITY
Alberta,ENTITY
"Canada.</Affiliation></AffiliationInfo></Author></AuthorList><Language>eng</Language><PublicationTypeList><PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList><ArticleDate DateType=""Electronic""><Year>2026</Year><Month>04</Month><Day>01</Day></ArticleDate></Article><MedlineJournalInfo><Country",ENTITY
United States</Country><MedlineTA>JAMA Netw,ENTITY
Open</MedlineTA><NlmUniqueID>101729235</NlmUniqueID><ISSNLinking>2574,ENTITY
Sunitinib</NameOfSubstance></Chemical><Chemical><RegistryNumber>2S9ZZM9Q9V</RegistryNumber><NameOfSubstance,ENTITY
Bevacizumab</NameOfSubstance></Chemical><Chemical><RegistryNumber>0</RegistryNumber><NameOfSubstance,ENTITY
Antibodies,ENTITY
Monoclonal,ENTITY
atezolizumab</NameOfSubstance></Chemical></ChemicalList><CitationSubset,ENTITY
"Renal Cell</DescriptorName><QualifierName UI=""Q000188"" MajorTopicYN=""N"">drug",ENTITY
"MajorTopicYN=""N""",ENTITY
"UI=""Q000473"" MajorTopicYN=""N"">pathology</QualifierName><QualifierName",ENTITY
Male</DescriptorName></MeshHeading><MeshHeading><DescriptorName,ENTITY
"UI=""D005260",ENTITY
"MajorTopicYN=""N""",ENTITY
"MajorTopicYN=""Y""",ENTITY
Kidney,ENTITY
"MajorTopicYN=""N""",ENTITY
"UI=""Q000188",ENTITY
drug,ENTITY
Middle,ENTITY
"UI=""D012189"" MajorTopicYN=""N"">",ENTITY
Retrospective,ENTITY
Studies</DescriptorName></MeshHeading><MeshHeading><DescriptorName,ENTITY
Risk,ENTITY
"MajorTopicYN=""N""",ENTITY
"MajorTopicYN=""N""",ENTITY
therapeutic,ENTITY
"UI=""D000068258"" MajorTopicYN=""N"">",ENTITY
"UI=""Q000627",ENTITY
"MajorTopicYN=""N""",ENTITY
therapeutic,ENTITY
Antibodies,ENTITY
Monoclonal,ENTITY
"MajorTopicYN=""N""",ENTITY
therapeutic,ENTITY
"PubStatus=""medline""><Year>2026</Year><Month>4</Month><Day>15</Day><Hour>13</Hour><Minute>54</Minute></PubMedPubDate><PubMedPubDate",ENTITY
epublish</PublicationStatus><ArticleIdList><ArticleId,ENTITY
"IdType=""pubmed"">41984479</ArticleId><ArticleId",ENTITY
"IdType=""doi"">10.1001/jamanetworkopen.2026.7030</ArticleId><ArticleId",ENTITY
"IdType=""pii"">2847775</ArticleId></ArticleIdList></PubmedData></PubmedArticle><PubmedArticle><MedlineCitation",ENTITY
"Status=""PubMed-not-MEDLINE",ENTITY
"Owner=""NLM""><PMID",ENTITY
"Version=""1"">41983230</PMID><DateCompleted><Year>2026</Year><Month>04</Month><Day>15</Day></DateCompleted><DateRevised><Year>2026</Year><Month>04</Month><Day>15</Day></DateRevised><Article",ENTITY
"IssnType=""Print"">2090",ENTITY
"CitedMedium=""Print""><Volume>2026</Volume><PubDate><Year>2026</Year></PubDate></JournalIssue><Title>International journal of",ENTITY
breast cancer</Title><ISOAbbreviation,ENTITY
Detection,ENTITY
Survival Analysis,ENTITY
Prognostic,ENTITY
Relevance,ENTITY
Tumor Genes,ENTITY
Patients,ENTITY
Breast Cancer.</ArticleTitle><Pagination><StartPage,ENTITY
"EIdType=""pii",ENTITY
"ValidYN=""Y"">3310843</ELocationID><ELocationID EIdType=""doi",ENTITY
"ValidYN=""Y"">10.1155/ijbc/3310843</ELocationID><Abstract><AbstractText",ENTITY
"Label=""BACKGROUND/OBJECTIVES",ENTITY
"NlmCategory=""UNASSIGNED""",ENTITY
Breast cancer,ENTITY
BC,ENTITY
diagnosed,ENTITY
malignancy,ENTITY
women,ENTITY
worldwide,ENTITY
global health,ENTITY
genes,ENTITY
associated with,ENTITY
tumor suppression,ENTITY
p53,ENTITY
BRCA1,ENTITY
BRCA2,ENTITY
telomere length maintenance,ENTITY
TERT,ENTITY
DNA damage response,ENTITY
FGFR2,ENTITY
DNA repair,ENTITY
CHD1,ENTITY
intricate,ENTITY
function,ENTITY
tumor genesis,ENTITY
progression,ENTITY
prognostic,ENTITY
significance,ENTITY
genes,ENTITY
BC,ENTITY
research,ENTITY
study,ENTITY
association,ENTITY
presence,ENTITY
MMTV,ENTITY
expression patterns,ENTITY
genes,ENTITY
patient prognosis,ENTITY
survival outcomes,ENTITY
BC.</AbstractText><AbstractText,ENTITY
"NlmCategory=""UNASSIGNED""",ENTITY
study,ENTITY
tissue specimens,ENTITY
BC,ENTITY
patients,ENTITY
tissue samples,ENTITY
benign,ENTITY
breast lesions,ENTITY
controls,ENTITY
mRNA expression,ENTITY
genes,ENTITY
p53,ENTITY
BRCA1,ENTITY
BRCA2,ENTITY
TERT,ENTITY
FGFR2,ENTITY
CHD1,ENTITY
quantified,ENTITY
FFPE tissue,ENTITY
quantitative polymerase chain reaction,ENTITY
qPCR,ENTITY
correlation,ENTITY
gene expression,ENTITY
prognostic characteristics,ENTITY
probability,ENTITY
recurrence-free survival,ENTITY
RFS,ENTITY
overall survival,ENTITY
OS,ENTITY
assessed.</AbstractText><AbstractText,ENTITY
"NlmCategory=""UNASSIGNED""",ENTITY
association,ENTITY
MMTV,ENTITY
BC,ENTITY
virus,ENTITY
detected,ENTITY
tissue samples,ENTITY
analyzed,ENTITY
differential expression,ENTITY
genes,ENTITY
BC,ENTITY
noncancerous breast tissue,ENTITY
downregulation,ENTITY
BRCA1,ENTITY
BRCA2,ENTITY
CHD1,ENTITY
TERT,ENTITY
upregulation,ENTITY
p53,ENTITY
unchanged,ENTITY
levels,ENTITY
FGFR2,ENTITY
BC,ENTITY
patients,ENTITY
p53,ENTITY
BRCA1,ENTITY
expression levels,ENTITY
prognostic factors,ENTITY
RFS,ENTITY
months,ENTITY
months,ENTITY
OS,ENTITY
months,ENTITY
months,ENTITY
Kaplan-Meier survival analysis,ENTITY
p53,ENTITY
expression,ENTITY
expression,ENTITY
survival,ENTITY
stable,ENTITY
RFS,ENTITY
OS,ENTITY
survival curves,ENTITY
p53,ENTITY
months,ENTITY
follow-up,ENTITY
period,ENTITY
"NlmCategory=""UNASSIGNED""",ENTITY
comparing,ENTITY
cancer,ENTITY
noncancer,ENTITY
patients,ENTITY
p53,ENTITY
BRCA1,ENTITY
expression levels,ENTITY
prognostic factors,ENTITY
RFS,ENTITY
OS,ENTITY
cohort,ENTITY
p53,ENTITY
expression,ENTITY
survival,ENTITY
gene expression,ENTITY
prognostic value,ENTITY
studies,ENTITY
multiomics,ENTITY
data,ENTITY
evaluating,ENTITY
biomarkers,ENTITY
clinical context,ENTITY
accuracy,ENTITY
prognostic models,ENTITY
personalized,ENTITY
Saad Alamri,ENTITY
International Journal of Breast Cancer,ENTITY
"Ltd.</CopyrightInformation></Abstract><AuthorList CompleteYN=""Y""><Author ValidYN=""Y""><LastName",ENTITY
Saad</ForeName><Initials,ENTITY
S</Initials><AffiliationInfo><Affiliation,ENTITY
King,ENTITY
Riyadh Second Health Cluster,ENTITY
Riyadh,ENTITY
Saudi Arabia,ENTITY
Maaweya</ForeName><Initials,ENTITY
"Source=""ORCID"">0000",ENTITY
King,ENTITY
Riyadh Second Health Cluster,ENTITY
Riyadh,ENTITY
Saudi Arabia,ENTITY
Rahaf A</ForeName><Initials,ENTITY
King,ENTITY
Riyadh Second Health Cluster,ENTITY
Riyadh,ENTITY
Saudi Arabia,ENTITY
Al-Hazzaa</LastName><ForeName,ENTITY
Ghaida</ForeName><Initials,ENTITY
G</Initials><AffiliationInfo><Affiliation,ENTITY
King,ENTITY
Riyadh Second Health Cluster,ENTITY
Riyadh,ENTITY
Saudi Arabia,ENTITY
Zahra</ForeName><Initials,ENTITY
Z</Initials><AffiliationInfo><Affiliation,ENTITY
Pathology,ENTITY
Clinical Laboratory Medicine,ENTITY
King,ENTITY
Riyadh Second Health Cluster,ENTITY
Riyadh,ENTITY
Saudi Arabia,ENTITY
Soha</ForeName><Initials,ENTITY
S</Initials><AffiliationInfo><Affiliation,ENTITY
Anesthesiology,ENTITY
Operating Room Administration,ENTITY
King,ENTITY
Riyadh Second Health Cluster,ENTITY
Riyadh,ENTITY
Saudi Arabia,ENTITY
kfmc.med.sa.</Affiliation></Affiliation,ENTITY
"Info></Author><Author ValidYN=""Y""><LastName>Alqahtani</LastName><ForeName",ENTITY
Nouf</ForeName><Initials,ENTITY
N</Initials><AffiliationInfo><Affiliation,ENTITY
Comprehensive Cancer Center,ENTITY
King,ENTITY
Riyadh Second Health Cluster,ENTITY
Riyadh,ENTITY
Saudi Arabia,ENTITY
Abdel,ENTITY
S</ForeName><Initials>AS</Initials><AffiliationInfo><Affiliation>Department of Biochemistry,ENTITY
Faculty of Science,ENTITY
Ain Shams University,ENTITY
Cairo,ENTITY
Egypt,ENTITY
Mohamed A M</ForeName><Initials,ENTITY
"Source=""ORCID"">0000",ENTITY
Department,ENTITY
College of Science,ENTITY
Imam Mohammad Ibn Saud,ENTITY
Islamic University,ENTITY
IMSIU,ENTITY
Riyadh,ENTITY
Saudi Arabia,ENTITY
Mansour I</ForeName><Initials,ENTITY
Department,ENTITY
Zoology,ENTITY
College of Science,ENTITY
King Saud University,ENTITY
Riyadh,ENTITY
Saudi Arabia,ENTITY
ksu.edu.sa.</Affiliation></AffiliationInfo></Author><Author,ENTITY
Bandar</ForeName><Initials,ENTITY
"Source=""ORCID"">0000",ENTITY
King,ENTITY
Riyadh Second Health Cluster,ENTITY
Riyadh,ENTITY
Saudi Arabia,ENTITY
United States</Country><MedlineTA>Int J Breast Cancer</MedlineTA><NlmUniqueID>101568103</NlmUniqueID><ISSNLinking>2090,ENTITY
3189</ISSNLinking></MedlineJournalInfo><KeywordList,ENTITY
"Owner=""NOTNLM""><Keyword MajorTopicYN=""N"">DNA repair</Keyword><Keyword MajorTopicYN=""N"">",ENTITY
Kaplan&#x2013;Meier survival,ENTITY
breast cancer</Keyword><Keyword,ENTITY
mouse,ENTITY
tumor suppressor genes</Keyword></KeywordList><CoiStatement>,ENTITY
authors,ENTITY
interest.</CoiStatement></MedlineCitation><PubmedData><History><PubMedPubDate,ENTITY
"PubStatus=""received""><Year>2025</Year><Month>9</Month><Day>15</Day></PubMedPubDate><PubMedPubDate PubStatus=""revised""><Year>2026</Year><Month>2</Month><Day>11</Day></PubMedPubDate><PubMedPubDate",ENTITY
"PubStatus=""pubmed""><Year>2026</Year><Month>4</Month><Day>15</Day><Hour>12</Hour><Minute>36</Minute></PubMedPubDate><PubMedPubDate",ENTITY
epublish</PublicationStatus><ArticleIdList><ArticleId,ENTITY
"IdType=""doi"">10.1155/ijbc/3310843</ArticleId><ArticleId IdType=""pii""",ENTITY
Bray F.,ENTITY
Soerjomataram I.,ENTITY
Jemal A.,ENTITY
Global Cancer,ENTITY
GLOBOCAN,ENTITY
Estimates,ENTITY
Incidence,ENTITY
Mortality,ENTITY
Cancers,ENTITY
Countries,ENTITY
CA,ENTITY
Clinicians,ENTITY
"IdType=""doi"">10.3322/caac.21834</ArticleId><ArticleId",ENTITY
Peleg Hasson,ENTITY
Menes,ENTITY
Sonnenblick A.,ENTITY
Comparison,ENTITY
Patient Susceptibility Genes,ENTITY
Breast Cancer,ENTITY
Prognosis,ENTITY
Therapeutic Outcomes,ENTITY
Pharmacogenomics,ENTITY
Personalized Medicine,ENTITY
no.,ENTITY
10.2147/PGPM.S233485,ENTITY
PMC7394592</ArticleId><ArticleId,ENTITY
"IdType=""pubmed"">32801835</ArticleId></ArticleIdList></Reference><Reference><Citation",ENTITY
Young L.,ENTITY
MMTV,ENTITY
Human Breast Cancer,ENTITY
Carcinogenesis,ENTITY
Breast,ENTITY
no.,ENTITY
"IdType=""doi"">10.1016/S0960",ENTITY
8991(00)00013,ENTITY
5</ArticleId></ArticleIdList></Reference><Reference><Citation,ENTITY
Gnanaolivu R.,ENTITY
"Gao C., Lilyquist J.",ENTITY
Samara R.,ENTITY
C. B.,ENTITY
Bandera,ENTITY
Le Marchand L.,ENTITY
P. A.,ENTITY
Scott C.,ENTITY
Vachon C. M.,ENTITY
Weinberg C.,ENTITY
Couch F.,ENTITY
Population-Based Study,ENTITY
Genes,ENTITY
Breast Cancer,ENTITY
New England Journal of Medicine,ENTITY
no.,ENTITY
440&#x2013;451,ENTITY
PMC8127622</ArticleId><ArticleId,ENTITY
"IdType=""pubmed"">33471974</ArticleId></ArticleIdList></Reference><Reference><Citation",ENTITY
Evans,ENTITY
D. G. R.,ENTITY
"Howell A.,",ENTITY
Breast Cancer,ENTITY
Risk Stratification,ENTITY
Women,ENTITY
Screening Age,ENTITY
Incremental Effects,ENTITY
Mammographic Density,ENTITY
Polygenic risk,ENTITY
Gene Panel,ENTITY
Genetics,ENTITY
Medicine,ENTITY
no.,ENTITY
10.1016/j.gim.2022.03.009,ENTITY
"IdType=""doi"">10.1016/j.gim.2022.03.009</ArticleId><ArticleId IdType=""pubmed"">35426792</ArticleId></ArticleIdList></Reference><Reference><Citation>Harbeck N.",ENTITY
Penault-Llorca F.,ENTITY
Gnant,ENTITY
Ruddy,ENTITY
Cardoso F.,ENTITY
Breast Cancer,ENTITY
Nature Reviews Disease,ENTITY
2-s2.0,ENTITY
"IdType=""doi"">10.1038/s41572-019-0111-2</ArticleId><ArticleId",ENTITY
"IdType=""pubmed"">31548545</ArticleId></ArticleIdList></Reference><Reference><Citation",ENTITY
Aparicio S.,ENTITY
Breast Cancer,ENTITY
Cold Spring,ENTITY
Perspectives,ENTITY
Medicine,ENTITY
"IdType=""doi"">10.1101/cshperspect.a041729</ArticleId><ArticleId IdType=""pmc"">",ENTITY
PMC11293531</ArticleId><ArticleId,ENTITY
"IdType=""pubmed"">38692741</ArticleId></ArticleIdList></Reference><Reference><Citation>Goel S.",ENTITY
Chandarlapaty,ENTITY
Therapies,ENTITY
